content_id,content,subject,sentiment_value
rf2MuGVswT8SIn3x,18 款   豪华 划算   外观 特别,外观,0
ysuTCKDM6FdZfAlo,森林 操控性 好点   傲虎 舒适性 豪华 感   中意 选择   刚刚 贴   林拉 公路 路况 图片 飞 贴   2018 春节 拉萨 林芝   来回 米拉 山口 冰雪 混合 路况 操控 王道 音响 差 内饰 不好 浮云,舒适性,0
ysuTCKDM6FdZfAlo,森林 操控性 好点   傲虎 舒适性 豪华 感   中意 选择   刚刚 贴   林拉 公路 路况 图片 飞 贴   2018 春节 拉萨 林芝   来回 米拉 山口 冰雪 混合 路况 操控 王道 音响 差 内饰 不好 浮云,内饰,-1
ysuTCKDM6FdZfAlo,森林 操控性 好点   傲虎 舒适性 豪华 感   中意 选择   刚刚 贴   林拉 公路 路况 图片 飞 贴   2018 春节 拉萨 林芝   来回 米拉 山口 冰雪 混合 路况 操控 王道 音响 差 内饰 不好 浮云,操控,1
zrIDEaH2UpdjcOw7,西藏 下半年 冰雪 路面 森林 首选   2018 春节 林芝 拉萨 来回 坐过 冰雪 路面 这车 开着 信心   米拉 山口 路况 路面 冰雪 混合 森林 操控 没得说 音响 差 内饰 差 浮云,内饰,-1
zrIDEaH2UpdjcOw7,西藏 下半年 冰雪 路面 森林 首选   2018 春节 林芝 拉萨 来回 坐过 冰雪 路面 这车 开着 信心   米拉 山口 路况 路面 冰雪 混合 森林 操控 没得说 音响 差 内饰 差 浮云,操控,1
i3HMQd5pk9onzwD0,效果 要换 透镜 好多 双光 透镜 改 近光灯 远光 氙灯 价格 2000 4000 元,价格,0
jKNSTXtDu2sbEWvn,0L 油耗 高,油耗,0
BgYNX6yGkHpSOqiA,价位 合资 suv 不差 斯巴鲁 水平 对置 发动机 全时 四驱 卖点 动力 配置 外观 内饰 硬伤,外观,-1
BgYNX6yGkHpSOqiA,价位 合资 suv 不差 斯巴鲁 水平 对置 发动机 全时 四驱 卖点 动力 配置 外观 内饰 硬伤,配置,-1
BgYNX6yGkHpSOqiA,价位 合资 suv 不差 斯巴鲁 水平 对置 发动机 全时 四驱 卖点 动力 配置 外观 内饰 硬伤,价格,0
BgYNX6yGkHpSOqiA,价位 合资 suv 不差 斯巴鲁 水平 对置 发动机 全时 四驱 卖点 动力 配置 外观 内饰 硬伤,动力,-1
WYHhUzES1g3eDVaf,推荐 森林 森林 人和傲 虎 做 座 森林 足够 森林 后排 空间 储存 空间 稍微 比傲 虎 一点 剩下 不差什么 森林 整体 体型 比傲 虎 一圈 性 更好 灵活,空间,-1
WYHhUzES1g3eDVaf,推荐 森林 森林 人和傲 虎 做 座 森林 足够 森林 后排 空间 储存 空间 稍微 比傲 虎 一点 剩下 不差什么 森林 整体 体型 比傲 虎 一圈 性 更好 灵活,操控,1
I9KpUw2PCQRF8rkE,帖子 问傲 虎 森林 好像 去过 西藏 X3 推荐 陆巡 霸道 别想 级别 里 保值 耐操 舒适 保养 费用 算是 无敌 买车 贵点,舒适性,1
6xN4HfqV10PhTplE,刹车 无小事 ap   用车 改 审 车改 刹车 复原 山东   东营 车主 说 一句 国内 改车 环境 改装车 政府 这会 活动 过街老鼠 想 折腾 玩 内饰,内饰,0
6xN4HfqV10PhTplE,刹车 无小事 ap   用车 改 审 车改 刹车 复原 山东   东营 车主 说 一句 国内 改车 环境 改装车 政府 这会 活动 过街老鼠 想 折腾 玩 内饰,安全性,0
FsTj105cdZwNmbQX,斯巴鲁 降 关税 全 车系 官方 指导价 价格下降 13000 19000 元 斯巴鲁 4S店 车价 下调 优惠 4S店 看车 车型 好像 优惠 万,价格,1
mMORK8u7XbsgiY5x,斯巴鲁 车 调教 不错 内饰 设计 做工 售后 保养 考虑一下,内饰,0
d9lT7AyvQrDBPFVc,车 不错 座版 2.4 T 动力,动力,0
kTWGAr6olxRNEOfI,车 内饰 设计 用料 提升 档次 动力 2.4 T,内饰,1
kTWGAr6olxRNEOfI,车 内饰 设计 用料 提升 档次 动力 2.4 T,动力,1
k1X2i8ugtHolYnz4,布局 座 内饰 用料 提升 档次 哈哈哈 国内 价格,内饰,1
k1X2i8ugtHolYnz4,布局 座 内饰 用料 提升 档次 哈哈哈 国内 价格,价格,0
10M8iyNOlzpG2k6Q,感觉 2.4 t 动力 参数 2.4 t 保时捷 大众 2.5 t 动力 再配 8at 完美 起价 不到 40 销量,动力,0
6rFa19XzB75LYtSU,湖边 周边 草原 公路 海拔 不低 车速 低 大车 超车 谨慎 2.5 3000 米左右 80 公里 提速 110 道 超前 车 感觉 动力 车道 车子 拉开 足够 距离 茶 卡 橡皮 山上 3300 米 动力 衰减 不买 2t 错误,动力,-1
IA3qnQvE6aFPdjS2,障碍 价格 汉兰达 提 福特 探险者 性价比,价格,-1
qjV9iNKeM0r4CPwm,荣放试 驾 感受 森林 人好 总 少 点 喜欢 驾驶 感受 车 荣放 外观 确实 不错 黑外 黑内 挺 感觉,外观,1
EmjKz4dgNkeb716J,五代 2.5 直喷 2.0 轻 混动   钱够   肯定 2.5   2.0 动力 市里 开 轻松   肯定 不行,动力,0
fVUKSzQiRB1xLOW4,刚跑 300 多公里 2.5 平均 时速 19 油耗 9.1 少急 加速 少 急刹车,油耗,0
DJPsdaNIr4QMegE1,建议 动力 买 买 小马拉 大车 省油 车 载重量 大时 爬坡 大时 动力 省油 小排量 加大 供油 量 提高 动力 消耗 油量 大排量 总体 小排量 省油 条件 情况 买带 ES 地方 意见 不知,油耗,0
DJPsdaNIr4QMegE1,建议 动力 买 买 小马拉 大车 省油 车 载重量 大时 爬坡 大时 动力 省油 小排量 加大 供油 量 提高 动力 消耗 油量 大排量 总体 小排量 省油 条件 情况 买带 ES 地方 意见 不知,动力,0
eZokz49suLbt7DdV,建议 原厂 胎 耐用 at 增加 油耗 胎噪 这车 定位 轻度 越野 原厂 胎 性,油耗,-1
eZokz49suLbt7DdV,建议 原厂 胎 耐用 at 增加 油耗 胎噪 这车 定位 轻度 越野 原厂 胎 性,操控,0
ERTatI19ix6ZWU7C,真的 裸车 36 价格 出乎意料,价格,0
5GZ21TgvWLExDkF4,油耗 不好 说 驾驶 习惯 行驶 路况 油耗 肯定 差异,油耗,0
Y32iUvBWpHbjrNmn,汽车 油耗 路况 驾驶 习惯 温度 环境 关系 市区 路况 不好 油耗 高 十个 旁边 想 省油 匀速 行驶 温柔 驾驶,油耗,0
Sbo1jVPOnRYtCMLJ,油耗 路况 匀速 驾驶 习惯 关系 冬天 气温 低 汽油 雾化 燃烧 效率 较差 夏天 开 空调 增加 发动机 阻力 冬 夏 油耗 确实 春秋 季节 高点 统一标准 ！,油耗,-1
0YJAoZepQhCkLWE7,新款 带劲 SGP 平台 刚性 提升 安全性 提升 弯 更稳 振动 过滤 更强 内饰 材质 升级,内饰,1
0YJAoZepQhCkLWE7,新款 带劲 SGP 平台 刚性 提升 安全性 提升 弯 更稳 振动 过滤 更强 内饰 材质 升级,安全性,1
5NQPnm0LX4VZpsxM,您好 汽车 家 口碑 板块 查看 这款 车 真实 车主 提车 价格 作 参考,价格,0
HjdPe2TohGWqULwi,森林 2.5 i 尊贵 ES 导航 版,配置,0
H8LRClQc46YeUmXM,重心 低 地盘 极限 不输 真的 好多 神话 森林 森林 人低 重心 不错 马自达 cx5 这类 主打 操控 suv macan 去试,操控,0
AF27u46WpG0sgYKT,斯巴鲁 越做越 烂 各大 厂家 2t 主流 斯巴鲁 做 高端 卖 搞 潜在 买家 纠结 动力,动力,0
5Mr6FDoE7xwtVv23,外观 照片 想 装 ！ 谢谢 ！,外观,0
cAK6Xev1EtiuhdLq,车   导航   导航 里 明白   想 问 买   导航   导航系统     嘀   一生 省 时间 绕道 系统   讨厌 撤销 设定,配置,0
RXcCBb2SKZlevgV8,导航 手机 导航,配置,0
MnydiXAUuZgvC8Gh,地方 价格 建议 多去,价格,0
cYTQPgSrKvw6RLHW,贵   xt5 去年 中旬   25t 最低 配 上路 33w   坐标 苏州   森林 xt 价格   买 2.5 特装   上路 29w 不到,价格,0
nVj34LC1kqXO8ABx,动力 机械 配置 脱困 能力 估计 差别 微乎其微 建议 2.5,配置,0
nVj34LC1kqXO8ABx,动力 机械 配置 脱困 能力 估计 差别 微乎其微 建议 2.5,动力,0
BRCVJrsc7ENzjTuD,东西 只能 动力 有没有 需求 一般来说 新款 车型 总要 老款 车型 配置 舒适性 上要 提升,舒适性,1
BRCVJrsc7ENzjTuD,东西 只能 动力 有没有 需求 一般来说 新款 车型 总要 老款 车型 配置 舒适性 上要 提升,配置,1
B0ifj1dtvbp3lFzV,2.0 混动 价格 覆盖 2.5,价格,0
kZSjAE6sctwp09FO,动力 大些 说 全国 自驾游 遇上 雨雪 天气 烂泥 路 爬 爬山 走些 轻微 沙地 动力 有用 说 斯巴鲁 驱 不错 路况 难不住 高配 低配 强 建议 买高配 后期 保养 不算 贵 同级,动力,0
8A0meuU9SH5QPd34,xv 离地 220 xmode 去过 越野 试驾 感觉 行 反正 路上 维特 拉 少见 内饰 森林 时尚,内饰,1
Yi435kfGM8PlWyJQ,品牌 摆 会贵 一点 Q3   1.4 T   落地 价格 赶上 森林 2.5 高配 咯   办法,价格,0
b7U34ALaXYvVzgFn,混动 起步 提速 行驶 中 动力 不得而知,动力,0
KhmX36weqrRWUjzS,森 底盘 件 装上 调 底盘 石头 硬 cx 比比 森 原厂 操控 调教 兼顾 舒适性 森有 酷似 狗 改装 件 马自达 那种 出厂 避震 硬 车 原车 状态 比森强 一点 单位 同事 买 cx5 森林,舒适性,0
KhmX36weqrRWUjzS,森 底盘 件 装上 调 底盘 石头 硬 cx 比比 森 原厂 操控 调教 兼顾 舒适性 森有 酷似 狗 改装 件 马自达 那种 出厂 避震 硬 车 原车 状态 比森强 一点 单位 同事 买 cx5 森林,操控,0
GtAK8Bjob9nsCgwO,感觉 动力 小毛病,动力,-1
NdRpCovVLc1I3Qlu,加瓶 雪佛龙   油耗 惊喜,油耗,0
7q4rf59dpMJCcDPw,保养 更换 机油 机滤 做 车辆 常规 检查 价格 所换 机油 来定 四五百,价格,0
S8gRIzt1DspYF5rU,旁边 雷诺 4s 后视镜 总成 听说 便宜 买车 问 主流 配件 价格 零整 比高 进口 还贵,价格,-1
XCNR7zaB3QTYdLs6,� � 翻译 问 那句话 这是 终生 油耗 初始化 选项 好奇 旁边 乘客 气囊 OFF 亮,油耗,0
zNlKRiOtcHxGrUSX,XV 斯巴鲁 最新 平台 产品 城里 乡下 油耗 低 空间 高 合适,油耗,1
zNlKRiOtcHxGrUSX,XV 斯巴鲁 最新 平台 产品 城里 乡下 油耗 低 空间 高 合适,空间,0
4AHwEcevC5FIV9o0,说 质疑 斯巴鲁 眼中 斯巴鲁 差 稍微 好点 车 整体 感觉 视觉 路觉 确实 欧美 硬朗 碰撞 试验 不看 表面 车 同价位 安全性 设计 差距 拉不太大 手里,安全性,0
pSoJ6hgkQ8iwXbEy,司机 说 质量 ！ 新换 普利司通 越野 胎 操控 原 车胎,操控,-1
59N7wE6KtIkJCSWu,山寨 肯定 前 两次 4s店 里 换 用车 路况 不好 真的 老实 说 森林 人太 单薄 XT 台车 最牛 B 动力 操控 象 长得 结实,动力,1
59N7wE6KtIkJCSWu,山寨 肯定 前 两次 4s店 里 换 用车 路况 不好 真的 老实 说 森林 人太 单薄 XT 台车 最牛 B 动力 操控 象 长得 结实,操控,1
vDEBOiVMdYSfqHIC,建议 车子 说明书 平均 油耗 显示 介绍 设置,油耗,0
O1fuTCg7DqtFGJcj,奇骏 Eyesight 视野 差 味道 便宜 特别 保养 维修 估计 森林 人少 油耗 堵车 相差 日产 CVT 变速箱 起步 顺滑 有种 佛系 感觉,油耗,0
O1fuTCg7DqtFGJcj,奇骏 Eyesight 视野 差 味道 便宜 特别 保养 维修 估计 森林 人少 油耗 堵车 相差 日产 CVT 变速箱 起步 顺滑 有种 佛系 感觉,动力,1
Lb56DRUQ2ltM3ysZ,一批 车型 同等 配置 困扰,配置,0
EkXHBb6ti2DAWR5L,批次 配置 症状,配置,0
35GOeVDd4QjfSpNW,感觉 D 挡 等待 浪费 动力   制造 尾气 排放   污染   现象,动力,0
fmiGPdokaYAxZg5K,走烂路 换 舒适性 影响 噪音 略有 增加 油耗 增加 升多 市区 原厂 横滨 挺 省油,油耗,0
fmiGPdokaYAxZg5K,走烂路 换 舒适性 影响 噪音 略有 增加 油耗 增加 升多 市区 原厂 横滨 挺 省油,舒适性,0
KwQ9syeYNz7O65J3,不在乎 空间   XV   全新 平台 四驱 接近 角 离去角 森林 一阵子 新款 吉姆 尼会 引进 非 承载 车身 更耐 艹,空间,-1
KwQ9syeYNz7O65J3,不在乎 空间   XV   全新 平台 四驱 接近 角 离去角 森林 一阵子 新款 吉姆 尼会 引进 非 承载 车身 更耐 艹,操控,0
p0wqs43KvNHgo57x,2.0 2.5 四驱 区别 xv 不错 空间 出去玩 空间 点 更好 建议 lz 咬咬牙 2.5 2.5 后悔 没上 xt,操控,0
er2NBfm3RHUnXKqs,坐套 坐垫 不带 靠背 那种 纯亚麻 硅胶 滑动 后排 放 洗衣机 洗 变形 质量 不错 俩 前排 排长 条 四百多 安全带 插扣 后排 匹配 找 找 店铺 忘,内饰,0
DV0SBA64ejJFM9IY,单论 操控 原厂 系要 比换 防倾杆 森林 人好 一点点 估计 再换 绞牙 差不太多,操控,1
VdlNOF4hwD1GqXYR,谢谢 想 这套 系统 价值 有时候 黑乎乎 看不见 挺 为啥 家装 雷达,配置,0
pStnVlAJ2W4wd3HN,动力 途观 没得说 我开 途观 感受 沉 稳 谈不上 乐趣 油耗 高,油耗,-1
pStnVlAJ2W4wd3HN,动力 途观 没得说 我开 途观 感受 沉 稳 谈不上 乐趣 油耗 高,动力,1
YIw2DN4SvfpLmtFx,17 款 森林 原装 优科 豪马 G091 轮胎 条 225   60R17 一年 跑 22000 公里 轮胎 整体 情况 鼓包 补胎 换 AT 胎 想 出手 价格 商量 有意 私信,价格,0
HGWyxStVlsD01aTi,方法 打开 变速箱 换掉 变速箱 电磁阀 低速 串 电磁阀 换掉 搞定 价格 原厂 变速箱 油 变速箱 滤网 1200   电磁阀 700 做 2000,价格,0
vnUJd1a3jhYuorQb,费用 高 清单 原厂 轴承 价格 440 我换 俩,价格,0
JpalD1Am4SVxk6WH,开 XT XS 大修 感觉 油耗 起码 15 16 方式 开 XS 三元催化 效能 低亮 三灯 情况 10.8 个油 差距 很大 开 车 终于 一种 开 福特 感觉,油耗,0
Qf0rwpo7m6gYUPbF,2.0 混动版 动力 相比 2.5 运动版 座椅 视频 里边 皮加 织物 表格 显示 全是 真皮 喜欢 全 真皮,内饰,1
Qf0rwpo7m6gYUPbF,2.0 混动版 动力 相比 2.5 运动版 座椅 视频 里边 皮加 织物 表格 显示 全是 真皮 喜欢 全 真皮,动力,0
WUtelFkn8bKdv51E,V6 天籁 想换 SUV 明年初 森林 丐版 四驱 沃尔沃 本来 关注 五代 森林 动力 外观 动摇 上市,动力,0
MzoJ7SuaAcQxZFOs,2.0 混动 马力 2.5 高 可想而知 2.0 混动 动力 垃圾 ！,动力,-1
Mpk7Dvsgm64z13cH,开车 水平 感觉 神经 粗大 开 感觉 细腻 一点 喜欢 极限 操控 感觉 类人 建议 加装 神经 粗大 加 感觉 达 不到 平衡杆 作用 极限,操控,0
AvnzbjIZHdKMsNxu,价格 选 窝窝 品牌 选 森林,价格,0
OhRjzmZqH5s0ABLd,曰 做 不出 中控 导航   水平 落后 国产 几十年,配置,0
xBiRZzj5adUpnCM4,我换 马牌 价格 原车 途虎 比价 万多 说 感受 第一 舒适性 提高 静音 效果 夹 石子 听到 石子 哒 哒 哒 声音 操控性 原车 区别 60 弯 不带 刹车 第三 油耗 路程 驾驶 习惯 缺点 耐磨性能 差 原车 参考 CCCLX2   225 55 r18   98V,油耗,0
xBiRZzj5adUpnCM4,我换 马牌 价格 原车 途虎 比价 万多 说 感受 第一 舒适性 提高 静音 效果 夹 石子 听到 石子 哒 哒 哒 声音 操控性 原车 区别 60 弯 不带 刹车 第三 油耗 路程 驾驶 习惯 缺点 耐磨性能 差 原车 参考 CCCLX2   225 55 r18   98V,价格,0
mMTbrzUF8RwecNXu,试过 转弯 调头 一种 一颠 一颠 平衡 感觉 车子 40 时速 抖动 有没有 关系 半轴 事情 换 免得 烦 店里 说 外观 看不出 建议 我换 换 解决不了 情况,外观,0
RkzlMrWLejwS9iN7,楼主 提车 检查 车辆 手续 发票 检查 内饰 外观 检查 线路 各油位 满意 请 采纳,外观,0
Nd8KfplLHocY4k1v,网上 评估 软件 价格 虚 高 信 车况 万以 里 肯定 拿下 斯巴鲁 保值,价格,0
Bzft9NTrGOKkmVHS,功能 斯巴鲁 官方网站 咨询 经销商 详细 车型 配置 信息 斯巴鲁 唐山店 电话 2961120,配置,0
89VpBgYEeJjqWcvK,智能 高速 市区 自动 跟车 感觉 刹车 线性 刹得 很快 突兀 难受 弯道 车 确实 值 配置 新车 刚用 次 体会 熟悉,配置,1
2Ff4E3xBbU95wMhD,当初 油耗 涡轮 收 XT 楼主 家里 有矿 三灯亮 概率 确实 高 建议 洗洗 油路 节气门,油耗,0
xoDLXJplvAdz7ak1,选择 森林 油耗 低 故障 少 越野 全时 四驱,油耗,1
xoDLXJplvAdz7ak1,选择 森林 油耗 低 故障 少 越野 全时 四驱,操控,1
D8FlSfQeo2ZOI7nM,森林 毛病 悬 名叫 抖森 丰田 车 世界 耐用 代名词 2019 款 丰田 RAV4 值得 拥有 ！ 这辆 车 车型 动力 安全性 四驱 系统 秒杀 2019 款 森林 ！,动力,1
D8FlSfQeo2ZOI7nM,森林 毛病 悬 名叫 抖森 丰田 车 世界 耐用 代名词 2019 款 丰田 RAV4 值得 拥有 ！ 这辆 车 车型 动力 安全性 四驱 系统 秒杀 2019 款 森林 ！,操控,1
D8FlSfQeo2ZOI7nM,森林 毛病 悬 名叫 抖森 丰田 车 世界 耐用 代名词 2019 款 丰田 RAV4 值得 拥有 ！ 这辆 车 车型 动力 安全性 四驱 系统 秒杀 2019 款 森林 ！,安全性,1
2P6YBS7WtCJDOM5s,13 款 2.5 我换 马牌 cccuhp   操控 湿滑 静音 不错   关键 便宜   830 一条,价格,1
2P6YBS7WtCJDOM5s,13 款 2.5 我换 马牌 cccuhp   操控 湿滑 静音 不错   关键 便宜   830 一条,操控,1
10DlyzdeIEB9HLvg,万 油耗 行 市区 10,油耗,0
v3G4SJ1L6mxrQTN0,新车 配置 顶,配置,0
RkhNzdcueZ0UIn5L,两个 车 符合 傲虎 空间 点 森林 性好 内饰 舒适度 两台 车 挺糙 bba 没法 年轻 点 选 森林 人好 傲虎 老气,舒适性,-1
RkhNzdcueZ0UIn5L,两个 车 符合 傲虎 空间 点 森林 性好 内饰 舒适度 两台 车 挺糙 bba 没法 年轻 点 选 森林 人好 傲虎 老气,内饰,-1
RkhNzdcueZ0UIn5L,两个 车 符合 傲虎 空间 点 森林 性好 内饰 舒适度 两台 车 挺糙 bba 没法 年轻 点 选 森林 人好 傲虎 老气,空间,1
rPegCmf7IVEbA8wz,要面子 科技 感选   林肯 MKC 舒适 实用 选 森林 MKC 后排 座 人时 太 舒服,舒适性,1
R2voGtkh57JQq61N,开 六年 傲虎 车主 森林 希望 斯巴鲁 2.5 动力 本来 不好 弄个 2.0 另人 费解,动力,-1
tTZjExcOFW7dD6yn,日本 上市   配置 表有   2.5 直喷 2.0 轻 混动   肯定 2.5   放心   光靠 2.0 混动 卖   gg,配置,0
oiTzH7SFb6LuRU5k,14 款森开 年 15 万公里 保养 换 轮胎 刹车片 森林 真心 好车 进口车 钣 金 稳定性 真心 同价位 国产 可比 换安索 机油 动力 新车 楼主 买车 喜欢 等车 告诉 楼主 秘密 RV4 2099 年 不用 加油 加水 告诉 楼主 记住 噢,动力,0
LQFbfGhp7KmARE1B,参考 车型 口碑 页面 车主 用车 反馈 包括 用车 心得 油耗 价格 汽车 家 二手车 页面 爱车 估值 功能 估值 残值 在售 二手车 价格,配置,0
LQFbfGhp7KmARE1B,参考 车型 口碑 页面 车主 用车 反馈 包括 用车 心得 油耗 价格 汽车 家 二手车 页面 爱车 估值 功能 估值 残值 在售 二手车 价格,价格,0
igmU5fBaKJDIHsZP,确实 看着 新款 RAV4 外观 感觉 硬朗 实车 试试 两款 车 选择 选择 森林 操控 视线 RAV4 新款,外观,0
igmU5fBaKJDIHsZP,确实 看着 新款 RAV4 外观 感觉 硬朗 实车 试试 两款 车 选择 选择 森林 操控 视线 RAV4 新款,操控,1
fSRiQHb3rou0W7C9,傲虎 舒适性 好于 森林 底盘 高度 森林 视线 轻度 越野 更好,舒适性,1
lXHoOTDFk4L2wRUZ,同感 开 s60L 高速 很爽 动力 强 市区 转弯 停车 麻烦 转弯半径 太,动力,1
VazWmihn8g3wcE0q,18 款 microsd 卡里 四维 图新 图 4s店 问问 地图 联网 手机 百度 地图 高德 导航 车载,配置,-1
uMZa32key0dHsbzt,楼主 森林 好像 机械式 手刹 建议 楼主 车辆 配置 信息 确认 满意 请 采纳,配置,0
ENOjxV4CmbLRH6eD,市区 拥堵 车型 郊区 油耗 高 这车 高速 多油,油耗,-1
R3lEpegcVhQZqkmz,淘宝 解决 ！ 改成 凯 立德 导航,配置,0
dnyOhNvRZjl35oEA,CRV 混动 楼兰 混动 燃油 版 动力 要强 价格 高,价格,-1
dnyOhNvRZjl35oEA,CRV 混动 楼兰 混动 燃油 版 动力 要强 价格 高,动力,1
Xu0xWhC2IPvDs6eo,森林 强上 本来 bba 豪车 替代品 接近 30 万 价格 区间 超越 一众 合资 suv 驾驶 感受 买 bba 预算 买个 森林 人开 游山玩水 太,价格,0
wpsA9obuhH5dnqBL,加 车 车友 群 价格 性价比 油耗 改装 驾驶 感受 技巧 问 车友 回答 车友 真实 感受 测评 有用,油耗,0
wpsA9obuhH5dnqBL,加 车 车友 群 价格 性价比 油耗 改装 驾驶 感受 技巧 问 车友 回答 车友 真实 感受 测评 有用,价格,0
EFtsNKxWBghkRSVp,10 款 2.5 xs   开 空调 情况   毛一 公里   高速 省油   市区 油耗 杠杠,油耗,1
o7Rlg4FZb3CqNM1G,10 年 没出 2.0 t 2.5 t 牛 逼 车子 动力 强劲 二手 老车 建议 收带   t,动力,1
TVA41rlm9RQBEXvM,奇骏 欧蓝德 价格 便宜,价格,1
dIQY3etxX5ypWRCa,2019 款会 改观 外观 变 耐看,外观,0
xKuMyLNO8Imgqs3f,当初 选 boss9 喇叭 剧院 版 esp 日常 没什么 换 215   65   r16 suv 胎 四季 胎 晴天 抓地力 转弯 补油响 胎 雨雪 天气 esp 更好 开 天籁 空调 a6 30 秒 冻 鼻子 分钟 冻 脖子 轴距 后排 空间 新款,舒适性,-1
xKuMyLNO8Imgqs3f,当初 选 boss9 喇叭 剧院 版 esp 日常 没什么 换 215   65   r16 suv 胎 四季 胎 晴天 抓地力 转弯 补油响 胎 雨雪 天气 esp 更好 开 天籁 空调 a6 30 秒 冻 鼻子 分钟 冻 脖子 轴距 后排 空间 新款,空间,-1
xKuMyLNO8Imgqs3f,当初 选 boss9 喇叭 剧院 版 esp 日常 没什么 换 215   65   r16 suv 胎 四季 胎 晴天 抓地力 转弯 补油响 胎 雨雪 天气 esp 更好 开 天籁 空调 a6 30 秒 冻 鼻子 分钟 冻 脖子 轴距 后排 空间 新款,操控,0
a2OdXJ1TU6WMuFmr,裸车 价格 20w,价格,0
bBd0rLfYsO1FuypJ,上周 刚订 价格,价格,0
Zijz9GIUVem4LHob,好好 开     犹豫     省油   省油     长 短     拿到 手     飞度 市区 升油 开车 温和 型 昨天 跑 几十公里   表显 平均 油耗 9.0,油耗,0
NEifpqzFglr3ky2m,一台 车 发动机 变速箱 地盘 剩   几样 耐用 好用 内饰 东西 国产车 内饰 好看 炫酷,操控,0
ZeLOw5FVjHpdiWBU,只谈 四驱 技术 我选 森林 谈 实用性 选 森林 谈 操控 选 森林 谈 可靠性 选 森林 沃尔沃 xc60 虚荣,操控,0
SIhDKVR698pkqaru,明白 新森 SGP 平台   ES 系统 安全性 不输 沃尔沃,安全性,1
PCWhoYGkEbMXrO6R,汽车 之家 官网 主页 右则 第八个 按钮 卖车 估值 简单 输入 车辆 信息 估算 车辆 价格 参考 成交 价格 买卖双方 谈到 程度 ！,价格,0
SkU6cso7feyLdvxb,牌子 安卓 车载 导航 推荐 用个 年 车载 电子设备 追求 性能 首要 确保 质量 稳定 可靠,配置,0
TSfVxKbqOWGIc3pF,价格 贵 13 14 款 2.5 烧 机油,价格,-1
TSfVxKbqOWGIc3pF,价格 贵 13 14 款 2.5 烧 机油,动力,-1
gZ8OqReUBvSWEl02,昨天 XV 时问 问 销售 森林 人不出 2.5 19 款 2.0 2.5 动力 混动 数据 水,动力,0
IoyQ9Zq6j7ad2XOT,不靠 谱 15 年换 花 1600 牌子 安卓大屏 年 坏 换 成本 低 高德 地图 车机 版   车载 WiFi 手机 导航 准确,配置,0
95b4nfUgK8Ps2uN3,看车 试过 尼桑 丰田 内饰 臭味 令人发指,内饰,-1
y52jlpXwzWrkQZhJ,AT 油耗 不到 相比 带来 安全感 值得,油耗,0
pd10mkq7eB95M2CF,价格 猜测 持平 低些,价格,0
8cKFysYg2feJlVuP,楼主 车型 原装 G91F 价格 1000 一条 建议 买贵 那条 跑 地方,价格,0
I6CbGvzyw5WZphcU,一个个 说 动力 好像 赛道 好像 一个个 120 限速 高速 频繁 超车,动力,0
4kvTmADSHEGOcyLn,换 刹车片 刹车油 火花塞 汽油 滤 价格 贵,价格,1
SqFsvLfGOkVJBUZQ,2.5 导航   裸 车价,配置,0
SqFsvLfGOkVJBUZQ,2.5 导航   裸 车价,价格,0
Snpg7QwkPBt2U0Ru,楼主 不错   音乐 播放器 界面 太   换 安卓 导航 机   QQ 音乐 车机 版 还行   喜欢 安卓 高德 地图 用安卓 导航 机 更新 地图 软件,配置,0
UpoQenPOHK392iGX,发动机 积碳 增加 油耗 清理 节气门 喷油嘴 火花塞,油耗,-1
HAE3wUJDBlOQjXIs,G012 胎壁 厚实 比原 车胎 舒适,操控,1
LtKMWpCDV09GQgio,变速箱 汽车 家 配置 参数表 详细 配置 参数 找 找,动力,0
OEMq0m1w8rUdnu2g,买 车 价格 20 万 费用 车 同款,价格,0
zbcF2vowNP9jnQBm,平台 采购 价格 全国 调车 最低价,价格,0
HQ18gBmVrhvn92qE,一看 开 路 顺风 顺水 油耗,油耗,0
rKMDYQXbayxqf0eL,2.0 市区 均速 15 油耗 12 x 佩服 楼主,油耗,0
5GSylpdr8VZ36Ihz,2.0 豪华 就行 预算 丐版 配置 可不是 盖,配置,1
4ACnWaUwYSHFcEV9,请问 提 配置 优惠 钱,配置,0
IhbSw3Keuk80Cdtx,动力 肯定 一点 差别 前期 2.5 后期 爆发力 强 一点,动力,0
o5XwpitgvC3FSVNe,楼主 S 配 一把 价格 高 汽贸 城 配 一把 价格 便宜,价格,0
lte48ydo5UvhwOnP,低 扭 不错 中后 成 2.5 不到 1.4 t 小车 跑 2.0 操控 感 性 同价位 bba,操控,1
S48k1aI6zUWEA3MX,2.0 2.0 动力,动力,0
GmAaqsk9VXKniFlz,提 价格 便宜,价格,1
a4kXuZzF2cdoQv7b,上周 试驾 2.0 踩 走 感觉 动力 响应 很差 2.5 没试 驾车,动力,-1
5aHwYLUMlGcP4sIN,Rav4 全时 四驱 整体 进口 间隙 低 重心 高 视线 森林 人差 操控 森林 人差 转弯半径 森林 人大 几个 缺点 不错,操控,-1
ipTvnrFhSAZD5mWH,开着 还行 2.0 动力 太肉 操控 内饰 太 差 还好 全景 天窗 不错 暴力 驾驶 油耗 接受 配件 淘宝 淘淘 接受,油耗,0
